10715.27, 10716.742, 'void copy_kernel<double2>cublasCopyParams<double2>)
10736.678, 10738.022, 'void copy_kernel<double2>cublasCopyParams<double2>)
10796.969, 10799.593, 'fftwav_229_gpu
10833.225, 10834.505, 'fftwav_259_gpu
10864.539, 10867.195, 'fftwav_229_gpu
10918.171, 10919.419, 'fftwav_259_gpu
10988.582, 10991.205, 'fftwav_229_gpu
11014.409, 11017.033, 'fftwav_229_gpu
11094.65, 11097.306, 'fftwav_229_gpu
11131.045, 11132.485, 'void copy_kernel<double2>cublasCopyParams<double2>)
11149.573, 11150.949, 'void copy_kernel<double2>cublasCopyParams<double2>)
11182.665, 11185.288, 'fftwav_229_gpu
11274.553, 11277.178, 'fftwav_229_gpu
11322.009, 11323.257, 'fftwav_259_gpu
11404.709, 11407.332, 'fftwav_229_gpu
11406.937, 11408.537, 'void copy_kernel<double2>cublasCopyParams<double2>)
11423.129, 11424.473, 'void copy_kernel<double2>cublasCopyParams<double2>)
11424.872, 11429.992, 'fft_and_gather_1015_gpu
11454.436, 11455.685, 'fftwav_259_gpu
14605.217, 14606.434, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14618.562, 14619.745, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14632.385, 14633.569, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14645.793, 14646.977, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14659.201, 14660.418, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14672.865, 14674.049, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14686.337, 14687.521, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14699.681, 14700.865, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14715.201, 14716.385, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14728.513, 14729.697, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14742.241, 14743.425, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14777.857, 14779.137, 'nonlr_rpromu_hf_acc_4117_gpu'
14814.081, 14899.233, 'nonlr_rpromu_hf_acc_4131_gpu'
14899.905, 14901.441, 'nonlr_rpromu_hf_acc_4190_gpu'
14906.113, 14907.393, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14920.065, 14921.249, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14933.665, 14934.849, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14947.073, 14948.257, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14962.241, 14963.425, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14976.097, 14977.28, 'void copy_kernel<double2>cublasCopyParams<double2>)'
14989.857, 14991.072, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15003.104, 15004.289, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15016.417, 15017.601, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15030.016, 15031.201, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15043.681, 15044.896, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15057.345, 15058.528, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15070.817, 15072.0, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15084.705, 15085.888, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15099.617, 15100.8, 'void copy_kernel<double2>cublasCopyParams<double2>)'
15171.616, 15174.624, 'dllmm_trans_eccp_nl_fock_acc_1166_gpu'
15420.352, 15448.128, 'dllmm_trans_eccp_nl_fock_acc_1170_gpu'
15905.631, 15925.279, 'dllmm_trans_eccp_nl_fock_acc_1170_gpu'
16112.446, 16118.046, 'fock_frc_fock_force_407_gpu'
